UID,Machine failure,Type,Temperature,Rotationalspeed,Tool wear [hour]
2386,0,L,308.3,1524,2.1333333333333333
2387,0,L,308.4,1543,2.1666666666666665
2388,0,M,308.5,1474,2.2
2389,0,M,308.5,1526,2.25
2390,0,L,308.5,1867,2.3
2391,0,L,308.5,1487,2.3333333333333335
2392,0,L,308.4,1580,2.3666666666666667
2393,0,L,308.5,1340,2.4
2394,0,L,308.5,1544,2.433333333333333
2395,0,L,308.5,1488,2.466666666666667
2396,0,M,308.5,1742,2.5
2397,0,M,308.5,1592,2.55
2398,0,L,308.6,1582,2.6
2399,0,L,308.5,1490,2.6333333333333333
2400,0,M,308.5,1594,2.6666666666666665
2401,0,H,308.6,1462,2.716666666666667
2402,0,M,308.6,1367,2.8
2403,0,L,308.7,1325,2.85
2404,0,H,308.7,1448,2.8833333333333333
2405,0,M,308.7,2008,2.966666666666667
2406,0,L,308.7,1498,3.0166666666666666
2407,0,L,308.6,1437,3.05
2408,0,M,308.6,1499,3.0833333333333335
2409,0,L,308.4,1356,3.1333333333333333
2410,0,L,308.5,1539,3.1666666666666665
2411,0,L,308.5,1689,3.2
2412,0,L,308.5,1559,3.2333333333333334
2413,0,L,308.6,1408,3.2666666666666666
2414,0,L,308.5,1886,3.3
2415,0,L,308.5,1415,0.0
2416,0,M,308.5,1587,0.03333333333333333
2417,0,L,308.4,1571,0.08333333333333333
2418,0,L,308.3,1576,0.11666666666666667
2419,0,L,308.3,1660,0.15
2420,0,M,308.2,1328,0.18333333333333332
2421,0,H,308.2,1450,0.23333333333333334
2422,0,L,308.2,2384,0.31666666666666665
2423,0,L,308.2,1443,0.35
2424,0,M,308.2,2022,0.38333333333333336
2425,0,L,308.2,1828,0.43333333333333335
2426,0,L,308.1,1472,0.4666666666666667
2427,1,M,308.2,1372,0.5
2428,0,L,308.3,1855,0.55
2429,0,M,308.3,1377,0.5833333333333334
2430,0,L,308.3,1432,0.6333333333333333
2431,0,M,308.2,1335,0.6666666666666666
2432,0,M,308.2,1411,0.7166666666666667
2433,0,L,308.2,1510,0.7666666666666667
2434,0,L,308.3,1441,0.8
2435,0,M,308.2,1358,0.8333333333333334
2436,0,L,308.2,1686,0.8833333333333333
2437,0,H,308.2,1662,0.9166666666666666
2438,0,L,308.3,1426,1.0
2439,0,M,308.4,1330,1.0333333333333334
2440,0,L,308.4,1693,1.0833333333333333
2441,0,L,308.4,1426,1.1166666666666667
2442,0,L,308.5,1676,1.15
2443,0,M,308.4,1332,1.1833333333333333
2444,0,L,308.5,1647,1.2333333333333334
2445,1,L,308.6,1267,1.2666666666666666
2446,0,H,308.7,1375,1.3
2447,0,L,308.6,1422,1.3833333333333333
2448,0,L,308.7,1408,1.4166666666666667
2449,0,L,308.9,1440,1.45
2450,0,L,308.8,1772,1.4833333333333334
2451,0,L,308.7,1492,1.5166666666666666
2452,0,L,308.7,1650,1.55
2453,0,M,308.6,2329,1.5833333333333333
2454,0,L,308.6,1648,1.6333333333333333
2455,0,L,308.6,1653,1.6666666666666667
2456,0,L,308.6,1946,1.7
2457,0,L,308.6,1555,1.7333333333333334
2458,0,L,308.6,1661,1.7666666666666666
2459,0,L,308.6,1434,1.8
2460,0,L,308.6,1297,1.8333333333333333
2461,0,L,308.6,1466,1.8666666666666667
2462,0,M,308.6,1517,1.9
2463,0,L,308.5,1742,1.95
2464,0,L,308.5,1580,1.9833333333333334
2465,0,M,308.5,1534,2.0166666666666666
2466,0,L,308.6,1481,2.066666666666667
2467,0,L,308.6,1429,2.1
2468,0,M,308.6,1574,2.1333333333333333
2469,0,M,308.6,1524,2.183333333333333
2470,0,L,308.7,1507,2.2333333333333334
2471,0,L,308.5,1467,2.2666666666666666
2472,0,L,308.4,1301,2.3
2473,0,L,308.5,1429,2.3333333333333335
2474,0,M,308.5,1555,2.3666666666666667
2475,0,L,308.5,1503,2.4166666666666665
2476,0,L,308.5,1459,2.45
2477,0,H,308.4,1449,2.4833333333333334
2478,0,L,308.5,1387,2.566666666666667
2479,0,M,308.5,1456,2.6
2480,0,L,308.5,1604,2.65
2481,0,L,308.6,1734,2.683333333333333
2482,0,L,308.6,1378,2.716666666666667
2483,0,L,308.7,1504,2.75
2484,0,M,308.7,1402,2.783333333333333
2485,0,H,308.6,1524,2.8333333333333335
2486,0,L,308.6,1593,2.9166666666666665
2487,0,M,308.7,1772,2.95
2488,0,H,308.6,1623,3.0
2489,0,L,308.7,1356,3.0833333333333335
2490,0,H,308.7,1500,3.1166666666666667
2491,0,H,308.8,1566,3.2
2492,0,L,308.9,1445,3.283333333333333
2493,0,H,308.8,1382,3.316666666666667
2494,0,M,308.8,1418,3.4
2495,1,L,308.8,1329,3.45
2496,0,M,308.8,1491,3.4833333333333334
2497,0,M,308.9,1573,3.533333333333333
2498,0,M,308.9,1521,3.5833333333333335
2499,0,L,308.9,1467,3.6333333333333333
2500,0,M,308.9,1325,3.6666666666666665
2501,0,L,308.9,1617,3.716666666666667
2502,0,M,308.9,1476,3.75
2503,1,L,309.0,1515,3.8
2504,0,L,309.0,1408,0.0
2505,0,L,309.1,1468,0.03333333333333333
2506,0,L,309.1,1387,0.06666666666666667
2507,0,M,309.1,1503,0.1
2508,0,H,309.1,1410,0.15
2509,0,L,308.9,1615,0.23333333333333334
2510,0,L,308.9,1511,0.26666666666666666
2511,0,L,309.0,1405,0.3
2512,0,M,308.9,1526,0.3333333333333333
2513,0,L,308.8,1530,0.38333333333333336
2514,0,L,308.7,1583,0.4166666666666667
2515,0,L,308.6,2069,0.45
2516,0,L,308.5,1490,0.48333333333333334
2517,0,L,308.5,1736,0.5166666666666667
2518,0,L,308.5,1395,0.55
2519,0,M,308.6,1425,0.5833333333333334
2520,0,L,308.6,1631,0.6333333333333333
2521,0,L,308.6,1535,0.6666666666666666
2522,0,L,308.6,1584,0.7
2523,0,M,308.7,1543,0.7333333333333333
2524,0,L,308.7,1635,0.7833333333333333
2525,0,M,308.7,1446,0.8166666666666667
2526,0,M,308.6,1598,0.8666666666666667
2527,0,L,308.6,1501,0.9166666666666666
2528,0,L,308.5,1450,0.95
2529,0,L,308.6,1730,0.9833333333333333
2530,0,M,308.6,1571,1.0166666666666666
2531,0,L,308.7,1438,1.0666666666666667
2532,0,M,308.5,1510,1.1
2533,0,L,308.7,1389,1.15
2534,0,L,308.7,1490,1.1833333333333333
2535,0,L,308.7,1729,1.2166666666666666
2536,0,L,308.8,1495,1.25
2537,0,L,308.8,1281,1.2833333333333334
2538,0,H,308.7,1353,1.3166666666666667
2539,0,L,308.8,1429,1.4
2540,0,L,308.8,1413,1.4333333333333333
2541,0,L,308.8,1502,1.4666666666666666
2542,0,H,308.8,1553,1.5
2543,0,H,308.9,1712,1.5833333333333333
2544,0,L,309.0,1786,1.6666666666666667
2545,0,L,309.0,1951,1.7
2546,0,M,309.0,1541,1.7333333333333334
2547,0,L,309.1,1605,1.7833333333333334
2548,0,L,309.1,1578,1.8166666666666667
2549,0,M,309.2,1440,1.85
2550,0,L,309.2,1489,1.9
2551,0,L,309.3,1366,1.9333333333333333
2552,0,L,309.2,1541,1.9666666666666666
2553,0,H,309.1,1552,2.0
2554,0,L,309.1,1473,2.0833333333333335
2555,0,L,309.1,1531,2.1166666666666667
2556,0,L,309.2,1511,2.15
2557,0,M,309.1,1449,2.183333333333333
2558,0,M,309.1,1440,2.2333333333333334
2559,0,M,309.0,1881,2.283333333333333
2560,1,L,309.0,1447,2.3333333333333335
2561,0,M,309.1,1326,2.3666666666666667
2562,0,L,309.2,1607,2.4166666666666665
2563,0,L,309.1,1551,2.45
2564,0,L,309.1,1496,2.4833333333333334
2565,0,L,309.1,1493,2.5166666666666666
2566,0,L,309.1,1304,2.55
2567,0,M,309.0,1420,2.5833333333333335
2568,0,L,309.1,1766,2.6333333333333333
2569,0,L,309.2,1450,2.6666666666666665
2570,0,H,309.2,1872,2.7
2571,0,L,309.2,1713,2.783333333333333
2572,0,M,309.2,1497,2.816666666666667
2573,0,M,309.1,1352,2.8666666666666667
2574,0,L,309.2,1499,2.9166666666666665
2575,0,L,309.3,1972,2.95
2576,0,L,309.3,1422,2.9833333333333334
2577,0,L,309.3,1523,3.0166666666666666
2578,0,L,309.4,1563,3.05
2579,0,L,309.3,1391,3.0833333333333335
2580,0,L,309.1,1795,3.1166666666666667
2581,0,L,309.1,1293,3.15
2582,1,L,309.1,1345,3.183333333333333
2583,0,L,309.0,1615,3.216666666666667
2584,0,L,308.9,1342,3.25
2585,0,L,308.8,1502,3.283333333333333
2586,0,M,308.7,1620,3.316666666666667
2587,0,L,308.7,1537,3.3666666666666667
2588,0,L,308.7,2248,3.4
2589,0,L,308.7,1706,3.433333333333333
2590,0,L,308.7,2250,3.466666666666667
2591,0,L,308.7,1396,0.0
2592,0,L,308.6,1522,0.03333333333333333
2593,0,L,308.6,1539,0.06666666666666667
2594,0,H,308.5,1415,0.1
2595,0,L,308.5,1446,0.18333333333333332
2596,0,M,308.6,1486,0.21666666666666667
2597,0,L,308.7,1426,0.26666666666666666
2598,0,L,308.7,1449,0.3
2599,1,L,308.8,1320,0.3333333333333333
2600,0,M,308.9,1447,0.36666666666666664
2601,0,L,309.0,1422,0.4166666666666667
2602,0,L,309.1,1399,0.45
2603,0,L,309.2,1427,0.48333333333333334
2604,0,M,309.2,1334,0.5166666666666667
2605,0,M,309.1,1385,0.5666666666666667
2606,0,L,309.2,1552,0.6166666666666667
2607,0,H,309.3,1534,0.65
2608,0,L,309.3,1448,0.7333333333333333
2609,0,L,309.3,1409,0.7666666666666667
2610,0,L,309.2,1621,0.8
2611,0,H,309.1,1547,0.8333333333333334
2612,0,L,309.1,1957,0.9166666666666666
2613,0,L,309.1,2421,0.95
2614,0,M,309.1,1571,0.9833333333333333
2615,0,L,309.1,1634,1.0333333333333334
2616,0,L,309.0,1516,1.0666666666666667
2617,0,L,309.1,1207,1.1
2618,0,L,309.1,1670,1.1333333333333333
2619,0,M,309.1,1461,1.1666666666666667
2620,0,L,309.2,1569,1.2166666666666666
2621,0,L,309.2,1556,1.25
2622,0,M,309.3,1506,1.2833333333333334
2623,0,M,309.4,1642,1.3333333333333333
2624,0,M,309.4,1283,1.3833333333333333
2625,0,H,309.5,1375,1.4333333333333333
2626,0,L,309.4,1399,1.5166666666666666
2627,0,L,309.4,1650,1.55
2628,0,M,309.6,1346,1.5833333333333333
2629,0,H,309.6,1410,1.6333333333333333
2630,0,L,309.7,1586,1.7166666666666666
2631,0,L,309.8,1372,1.75
2632,0,H,309.7,1529,1.7833333333333334
2633,0,M,309.7,1652,1.8666666666666667
2634,0,L,309.8,1532,1.9166666666666667
2635,0,L,309.7,1554,1.95
2636,0,H,309.6,1462,1.9833333333333334
2637,0,L,309.6,1254,2.066666666666667
2638,0,L,309.6,1294,2.1
2639,0,L,309.5,1739,2.1333333333333333
2640,0,M,309.4,1412,2.1666666666666665
2641,0,M,309.5,1372,2.216666666666667
2642,0,H,309.5,1420,2.2666666666666666
2643,0,L,309.5,1542,2.35
2644,0,M,309.4,1401,2.3833333333333333
2645,0,L,309.4,1510,2.433333333333333
2646,0,H,309.5,1547,2.466666666666667
2647,0,M,309.5,1453,2.55
2648,0,L,309.4,1408,2.6
2649,0,L,309.4,1436,2.6333333333333333
2650,0,M,309.5,1582,2.6666666666666665
2651,0,L,309.6,1280,2.716666666666667
2652,0,L,309.5,2008,2.75
2653,0,L,309.5,1772,2.783333333333333
2654,0,L,309.5,1779,2.816666666666667
2655,0,L,309.5,1567,2.85
2656,0,M,309.4,1751,2.8833333333333333
2657,0,L,309.5,1349,2.933333333333333
2658,0,M,309.5,1425,2.966666666666667
2659,0,L,309.4,1395,3.0166666666666666
2660,0,H,309.3,1595,3.05
2661,0,L,309.3,1291,3.1333333333333333
2662,0,M,309.4,1509,3.1666666666666665
2663,0,M,309.4,1483,3.216666666666667
2664,0,L,309.3,1620,3.2666666666666666
2665,0,M,309.4,1487,3.3
2666,0,L,309.4,2256,3.35
2667,0,H,309.2,1691,3.3833333333333333
2668,0,M,309.3,1663,3.466666666666667
2669,0,M,309.3,1640,3.5166666666666666
2670,0,H,309.3,1494,3.566666666666667
2671,0,L,309.4,1467,3.65
2672,1,M,309.3,1399,3.683333333333333
2673,0,L,309.3,1445,0.0
2674,0,L,309.4,1480,0.03333333333333333
2675,0,L,309.3,1546,0.06666666666666667
2676,0,L,309.3,1574,0.1
2677,0,L,309.3,1592,0.13333333333333333
2678,0,L,309.5,1495,0.16666666666666666
2679,0,L,309.6,1447,0.2
2680,0,L,309.5,1476,0.23333333333333334
2681,0,L,309.5,1641,0.26666666666666666
2682,0,L,309.5,1545,0.3
2683,0,M,309.6,1364,0.3333333333333333
2684,0,L,309.5,1590,0.38333333333333336
2685,0,L,309.4,1460,0.4166666666666667
2686,0,L,309.4,1609,0.45
2687,0,L,309.4,1633,0.48333333333333334
2688,0,L,309.4,1348,0.5166666666666667
2689,0,L,309.4,1322,0.55
2690,0,L,309.5,1641,0.5833333333333334
2691,0,L,309.5,1728,0.6166666666666667
2692,0,L,309.6,1431,0.65
2693,0,L,309.7,1641,0.6833333333333333
2694,0,M,309.6,1622,0.7166666666666667
2695,0,M,309.6,1625,0.7666666666666667
2696,0,L,309.5,1869,0.8166666666666667
2697,0,L,309.6,1452,0.85
2698,0,L,309.6,1618,0.8833333333333333
2699,0,L,309.4,2010,0.9166666666666666
2700,0,L,309.4,1363,0.95
2701,0,L,309.3,1473,0.9833333333333333
2702,0,L,309.2,1333,1.0166666666666666
2703,0,L,309.2,1760,1.05
2704,0,M,309.2,1372,1.0833333333333333
2705,0,M,309.2,1608,1.1333333333333333
2706,0,L,309.2,1326,1.1833333333333333
2707,0,M,309.1,1560,1.2166666666666666
2708,0,M,309.0,1539,1.2666666666666666
2709,0,L,309.1,2266,1.3166666666666667
2710,0,L,309.1,1641,1.35
2711,0,L,309.1,1574,1.3833333333333333
2712,0,L,309.1,1407,1.4166666666666667
2713,0,H,309.2,1302,1.45
2714,0,M,309.2,1651,1.5333333333333334
2715,0,M,309.1,1366,1.5833333333333333
2716,0,M,309.0,1701,1.6333333333333333
2717,0,L,309.0,1498,1.6833333333333333
2718,0,M,309.1,1422,1.7166666666666666
2719,0,L,309.1,1357,1.7666666666666666
2720,0,L,309.2,1690,1.8
2721,0,L,309.2,1559,1.8333333333333333
2722,0,M,309.3,1553,1.8666666666666667
2723,0,L,309.3,1558,1.9166666666666667
2724,0,L,309.4,1362,1.95
2725,0,M,309.3,1470,1.9833333333333334
2726,0,L,309.4,1555,2.033333333333333
2727,0,M,309.4,1423,2.066666666666667
2728,0,L,309.3,1434,2.1166666666666667
2729,0,L,309.3,1779,2.15
2730,0,L,309.3,1417,2.183333333333333
2731,0,L,309.2,1425,2.216666666666667
2732,0,M,309.2,1597,2.25
2733,0,L,309.2,1346,2.3
2734,0,L,309.2,1422,2.3333333333333335
2735,0,H,309.2,1572,2.3666666666666667
2736,0,L,309.2,1412,2.45
2737,0,M,309.1,1576,2.4833333333333334
2738,0,M,309.1,1508,2.533333333333333
2739,0,M,309.1,1496,2.5833333333333335
2740,0,L,309.2,1572,2.6333333333333333
2741,0,L,309.0,1525,2.6666666666666665
2742,0,L,309.0,1378,2.7
2743,0,L,309.1,1369,2.7333333333333334
2744,0,L,309.1,1476,2.7666666666666666
2745,0,L,309.2,1620,2.8
2746,0,M,309.1,1603,2.8333333333333335
2747,0,L,309.2,1411,2.8833333333333333
2748,0,L,309.2,1616,2.9166666666666665
2749,0,L,309.2,1631,2.95
2750,1,M,309.2,1685,2.9833333333333334
2751,0,H,309.2,1456,3.033333333333333
2752,0,L,309.1,1417,3.1166666666666667
2753,0,M,309.1,1851,3.15
2754,0,L,309.1,1715,3.2
2755,0,H,309.1,1630,3.2333333333333334
2756,0,L,309.2,1478,3.316666666666667
2757,0,L,309.2,1781,3.35
2758,0,L,309.2,1439,3.3833333333333333
2759,0,M,309.2,1412,3.4166666666666665
2760,0,L,309.1,1483,3.466666666666667
2761,0,L,309.2,1400,3.5
2762,1,L,309.3,1299,3.533333333333333
2763,0,L,309.2,1479,3.566666666666667
2764,0,L,309.2,1491,3.6
2765,0,M,309.3,1389,0.0
2766,0,M,309.4,1399,0.05
2767,0,M,309.4,1889,0.1
2768,0,L,309.5,1925,0.15
2769,0,L,309.5,1675,0.18333333333333332
2770,0,M,309.6,1477,0.21666666666666667
2771,0,L,309.6,1364,0.26666666666666666
2772,0,L,309.5,1451,0.3
2773,0,L,309.4,1467,0.3333333333333333
2774,0,L,309.4,1858,0.36666666666666664
2775,0,L,309.4,1559,0.4
2776,0,L,309.4,1560,0.43333333333333335
2777,0,L,309.4,1453,0.4666666666666667
2778,0,L,309.4,1464,0.5
2779,0,L,309.4,1308,0.5333333333333333
2780,0,L,309.5,1353,0.5666666666666667
2781,0,M,309.6,1556,0.6
2782,0,L,309.5,2183,0.65
2783,0,M,309.6,1491,0.6833333333333333
2784,0,M,309.6,1528,0.7333333333333333
2785,0,L,309.6,1430,0.7833333333333333
2786,0,L,309.5,1495,0.8166666666666667
2787,0,M,309.5,1630,0.85
2788,0,M,309.6,1524,0.9
2789,0,L,309.6,1326,0.95
2790,0,H,309.5,1438,0.9833333333333333
2791,0,L,309.6,1356,1.0666666666666667
2792,0,H,309.6,1416,1.1
2793,0,L,309.7,1584,1.1833333333333333
2794,0,L,309.6,1597,1.2166666666666666
2795,0,L,309.6,1553,1.25
2796,0,M,309.5,1405,1.2833333333333334
2797,0,L,309.5,1539,1.3333333333333333
2798,0,M,309.6,1398,1.3666666666666667
2799,0,L,309.6,1568,1.4166666666666667
2800,0,L,309.6,1404,1.45
2801,0,M,309.5,1500,1.4833333333333334
2802,0,M,309.5,1642,1.5333333333333334
2803,0,M,309.6,1509,1.5833333333333333
2804,0,L,309.5,1343,1.6333333333333333
2805,0,L,309.5,1450,1.6666666666666667
2806,0,L,309.4,1460,1.7
2807,0,L,309.3,1364,1.7333333333333334
2808,0,M,309.3,1452,1.7666666666666666
2809,0,L,309.3,1471,1.8166666666666667
2810,0,L,309.2,1598,1.85
2811,0,L,309.1,1772,1.8833333333333333
2812,0,L,309.2,1761,1.9166666666666667
2813,0,M,309.3,1413,1.95
2814,0,L,309.3,1887,2.0
2815,0,L,309.3,1395,2.033333333333333
2816,0,M,309.4,1569,2.066666666666667
2817,0,L,309.4,1434,2.1166666666666667
2818,0,L,309.5,1417,2.15
2819,0,L,309.5,1729,2.183333333333333
2820,0,L,309.5,1356,2.216666666666667
2821,0,L,309.5,1436,2.25
2822,0,M,309.6,1419,2.283333333333333
2823,0,L,309.6,1593,2.3333333333333335
2824,0,M,309.5,1320,2.3666666666666667
2825,0,M,309.5,1448,2.4166666666666665
2826,0,L,309.4,1470,2.466666666666667
2827,0,M,309.4,1612,2.5
2828,0,L,309.4,1412,2.55
2829,0,M,309.4,1875,2.5833333333333335
2830,0,L,309.3,1612,2.6333333333333333
2831,0,M,309.3,1411,2.6666666666666665
2832,0,M,309.2,1490,2.716666666666667
2833,0,M,309.3,1467,2.7666666666666666
2834,0,L,309.2,1807,2.816666666666667
2835,0,L,309.1,1368,2.85
2836,0,L,309.2,1572,2.8833333333333333
2837,0,M,309.1,1458,2.9166666666666665
2838,0,L,309.1,1699,2.966666666666667
2839,0,L,309.3,1478,3.0
2840,0,M,309.4,1362,3.033333333333333
2841,0,H,309.4,1487,3.0833333333333335
2842,0,L,309.4,1705,3.1666666666666665
2843,0,L,309.3,1345,3.2
2844,0,L,309.2,1532,3.2333333333333334
2845,0,L,309.2,1650,3.2666666666666666
2846,0,L,309.2,1398,3.3
2847,0,L,309.2,1412,3.3333333333333335
2848,0,L,309.3,1525,3.3666666666666667
2849,0,M,309.3,1391,3.4
2850,0,L,309.3,1766,3.45
2851,0,L,309.3,1671,3.4833333333333334
2852,0,L,309.3,1373,3.5166666666666666
2853,0,M,309.4,1347,3.55
2854,0,M,309.3,1539,3.6
2855,0,L,309.3,1470,3.65
2856,0,L,309.3,1528,3.683333333333333
2857,0,H,309.3,1471,3.716666666666667
2858,0,M,309.2,1528,3.8
2859,1,L,309.3,1417,3.85
2860,0,L,309.4,1549,3.8833333333333333
2861,0,H,309.4,1463,3.9166666666666665
2862,0,L,309.5,1479,4.0
2863,0,L,309.5,1867,4.033333333333333
2864,0,L,309.4,1471,4.066666666666666
2865,1,H,309.4,1380,4.1
2866,0,H,309.7,1623,0.0
2867,0,L,309.7,1997,0.08333333333333333
2868,0,H,309.6,1390,0.11666666666666667
2869,0,L,309.7,1418,0.2
2870,0,L,309.7,1519,0.23333333333333334
2871,0,M,309.7,1519,0.26666666666666666
2872,0,M,309.6,1536,0.31666666666666665
2873,0,L,309.6,1680,0.36666666666666664
2874,0,H,309.4,1555,0.4
2875,0,L,309.5,1471,0.48333333333333334
2876,0,M,309.4,1877,0.5166666666666667
2877,0,M,309.3,1578,0.5666666666666667
2878,0,M,309.4,1655,0.6166666666666667
2879,0,H,309.4,1502,0.6666666666666666
2880,1,M,309.4,1367,0.75
2881,0,L,309.5,1541,0.8
2882,0,M,309.6,1588,0.8333333333333334
2883,0,L,309.6,1684,0.8833333333333333
2884,0,L,309.5,1437,0.9166666666666666
2885,0,L,309.6,1409,0.95
2886,0,M,309.5,1320,0.9833333333333333
2887,0,H,309.5,1635,1.0333333333333334
2888,0,M,309.5,1691,1.1166666666666667
2889,0,M,309.6,1365,1.1666666666666667
2890,0,M,309.7,1523,1.2166666666666666
2891,0,L,309.7,1593,1.2666666666666666
2892,0,L,309.6,1682,1.3
2893,0,L,309.6,1329,1.3333333333333333
2894,0,M,309.6,1568,1.3666666666666667
2895,0,L,309.6,1733,1.4166666666666667
2896,0,M,309.6,1473,1.45
2897,0,M,309.5,1633,1.5
2898,0,M,309.5,1530,1.55
2899,0,M,309.5,1550,1.6
2900,0,L,309.4,1410,1.65
2901,0,L,309.3,1574,1.6833333333333333
2902,0,L,309.4,1425,1.7166666666666666
2903,0,M,309.4,1541,1.75
2904,0,M,309.5,1733,1.8
2905,0,L,309.4,2496,1.85
2906,0,L,309.4,1552,1.8833333333333333
2907,0,L,309.3,1409,1.9166666666666667
2908,0,M,309.4,1581,1.95
2909,0,L,309.5,1251,2.0
2910,0,L,309.6,1500,2.033333333333333
2911,0,L,309.5,1576,2.066666666666667
2912,0,M,309.5,1352,2.1
2913,0,L,309.6,1661,2.15
2914,0,L,309.6,1541,2.183333333333333
2915,0,H,309.6,1888,2.216666666666667
2916,0,L,309.5,1255,2.3
2917,0,L,309.6,1411,2.3333333333333335
2918,0,L,309.5,1516,2.3666666666666667
2919,0,M,309.5,1492,2.4
2920,0,L,309.6,1726,2.45
2921,0,L,309.7,1598,2.4833333333333334
2922,0,L,309.8,1657,2.5166666666666666
2923,0,L,309.7,1481,2.55
2924,0,M,309.7,1397,2.5833333333333335
2925,0,L,309.7,1461,2.6333333333333333
2926,0,M,309.6,1388,2.6666666666666665
2927,0,L,309.7,1507,2.716666666666667
2928,0,M,309.6,1421,2.75
2929,0,M,309.7,1258,2.8
2930,0,M,309.7,1482,2.85
2931,0,H,309.6,1403,2.9
2932,0,L,309.7,1373,2.9833333333333334
2933,0,L,309.7,1460,3.0166666666666666
2934,0,M,309.7,1751,3.05
2935,0,M,309.6,1546,3.1
2936,0,M,309.7,1680,3.15
2937,0,M,309.7,1394,3.2
2938,0,L,309.6,1810,3.25
2939,0,L,309.5,1479,3.283333333333333
2940,0,L,309.7,1431,3.316666666666667
2941,0,L,309.7,2355,3.35
2942,1,M,309.6,1996,3.3833333333333333
2943,0,L,309.5,1461,0.0
2944,0,H,309.5,2007,0.03333333333333333
2945,0,L,309.6,1505,0.11666666666666667
2946,0,H,309.6,1925,0.15
2947,0,M,309.5,1622,0.23333333333333334
2948,0,L,309.5,1592,0.2833333333333333
2949,0,L,309.5,1850,0.31666666666666665
2950,0,M,309.5,1470,0.35
2951,0,M,309.5,1445,0.4
2952,0,L,309.5,1685,0.45
2953,0,H,309.5,1667,0.48333333333333334
2954,0,L,309.5,1578,0.5666666666666667
2955,0,H,309.4,1691,0.6
2956,0,M,309.5,1439,0.6833333333333333
2957,0,M,309.6,1404,0.7333333333333333
2958,0,L,309.6,1498,0.7833333333333333
2959,0,M,309.5,1481,0.8166666666666667
2960,0,M,309.4,1589,0.8666666666666667
2961,0,L,309.5,1467,0.9166666666666666
2962,0,L,309.4,1654,0.95
2963,0,L,309.5,1508,0.9833333333333333
2964,0,M,309.6,1439,1.0166666666666666
2965,0,L,309.5,1692,1.0666666666666667
2966,0,M,309.5,1838,1.1
2967,0,L,309.3,1601,1.15
2968,0,L,309.4,1369,1.1833333333333333
2969,0,M,309.4,1312,1.2166666666666666
2970,0,L,309.4,1468,1.2666666666666666
2971,0,M,309.4,1452,1.3
2972,0,M,309.5,1393,1.35
2973,0,M,309.4,1432,1.4
2974,0,M,309.3,1510,1.45
2975,0,M,309.4,1521,1.5
2976,0,H,309.4,1360,1.55
2977,0,M,309.3,1881,1.6333333333333333
2978,0,L,309.3,1413,1.6833333333333333
2979,0,H,309.4,1642,1.7166666666666666
2980,0,L,309.5,1542,1.8
2981,0,L,309.5,1447,1.8333333333333333
2982,0,H,309.4,1530,1.8666666666666667
2983,0,L,309.5,1795,1.95
2984,0,L,309.6,1290,1.9833333333333334
2985,0,L,309.7,1639,2.0166666666666666
2986,0,L,309.8,1596,2.05
2987,0,L,309.8,1455,2.0833333333333335
2988,0,M,309.8,1659,2.1166666666666667
2989,0,M,309.8,1532,2.1666666666666665
2990,0,L,309.8,1502,2.216666666666667
2991,0,L,309.8,1688,2.25
2992,0,M,309.7,1341,2.283333333333333
2993,0,M,309.7,1685,2.3333333333333335
2994,0,M,309.8,1370,2.3833333333333333
2995,0,L,309.8,1461,2.433333333333333
2996,0,L,309.8,1550,2.466666666666667
2997,0,M,309.8,1508,2.5
2998,0,L,309.8,1345,2.55
2999,0,L,309.7,1616,2.5833333333333335
3000,0,L,309.7,1395,2.6166666666666667
3001,1,H,309.8,1324,2.65
3002,0,L,309.8,1445,2.7333333333333334
3003,0,M,309.8,1555,2.7666666666666666
3004,0,M,309.9,1449,2.816666666666667
3005,0,M,309.9,1466,2.8666666666666667
3006,0,L,309.9,1503,2.9166666666666665
3007,0,L,309.7,1488,2.95
3008,0,L,309.7,1314,2.9833333333333334
3009,0,M,309.7,1547,3.0166666666666666
3010,0,M,309.7,1466,3.066666666666667
3011,0,L,309.6,1537,3.1166666666666667
3012,0,M,309.5,1434,3.15
3013,0,L,309.6,1432,3.2
3014,0,L,309.6,1390,3.2333333333333334
3015,0,L,309.7,1580,3.2666666666666666
3016,0,L,309.7,1589,3.3
3017,0,L,309.8,1441,3.3333333333333335
3018,0,L,309.8,1305,3.3666666666666667
3019,0,M,309.8,1566,3.4
3020,1,L,309.8,1379,3.45
3021,0,L,309.6,1543,3.4833333333333334
3022,0,L,309.8,1421,3.5166666666666666
3023,0,L,309.6,1760,3.55
3024,0,L,309.5,1711,3.5833333333333335
3025,0,L,309.6,1465,3.6166666666666667
3026,0,L,309.6,1366,3.65
3027,0,M,309.5,1888,3.683333333333333
3028,0,L,309.5,1777,0.0
3029,0,L,309.5,1379,0.03333333333333333
3030,0,L,309.5,1525,0.06666666666666667
3031,0,M,309.6,1563,0.1
3032,0,M,309.7,1389,0.15
3033,0,M,309.8,1447,0.2
3034,0,M,309.7,1934,0.25
3035,0,H,309.7,1470,0.3
3036,0,M,309.7,1428,0.38333333333333336
3037,0,L,309.6,1319,0.43333333333333335
3038,0,L,309.7,1887,0.4666666666666667
3039,0,L,309.5,1349,0.5
3040,0,M,309.5,1665,0.5333333333333333
3041,0,L,309.5,1474,0.5833333333333334
3042,0,L,309.5,1543,0.6166666666666667
3043,0,M,309.4,1459,0.65
