UID,Machine failure,Type,Temperature,Tool wear [min],Rotationalspeed
2405,0,M,308.7,178,2008
2406,0,L,308.7,181,1498
2407,0,L,308.6,183,1437
2408,0,M,308.6,185,1499
2409,0,L,308.4,188,1356
2410,0,L,308.5,190,1539
2411,0,L,308.5,192,1689
2412,0,L,308.5,194,1559
2413,0,L,308.6,196,1408
2414,0,L,308.5,198,1886
2415,0,L,308.5,0,1415
2416,0,M,308.5,2,1587
2417,0,L,308.4,5,1571
2418,0,L,308.3,7,1576
2419,0,L,308.3,9,1660
2420,0,M,308.2,11,1328
2421,0,H,308.2,14,1450
2422,0,L,308.2,19,2384
2423,0,L,308.2,21,1443
2424,0,M,308.2,23,2022
2425,0,L,308.2,26,1828
2426,0,L,308.1,28,1472
2427,1,M,308.2,30,1372
2428,0,L,308.3,33,1855
2429,0,M,308.3,35,1377
2430,0,L,308.3,38,1432
2431,0,M,308.2,40,1335
2432,0,M,308.2,43,1411
2433,0,L,308.2,46,1510
2434,0,L,308.3,48,1441
2435,0,M,308.2,50,1358
2436,0,L,308.2,53,1686
2437,0,H,308.2,55,1662
2438,0,L,308.3,60,1426
2439,0,M,308.4,62,1330
2440,0,L,308.4,65,1693
2441,0,L,308.4,67,1426
2442,0,L,308.5,69,1676
2443,0,M,308.4,71,1332
2444,0,L,308.5,74,1647
2445,1,L,308.6,76,1267
2446,0,H,308.7,78,1375
2447,0,L,308.6,83,1422
2448,0,L,308.7,85,1408
2449,0,L,308.9,87,1440
2450,0,L,308.8,89,1772
2451,0,L,308.7,91,1492
2452,0,L,308.7,93,1650
2453,0,M,308.6,95,2329
2454,0,L,308.6,98,1648
2455,0,L,308.6,100,1653
2456,0,L,308.6,102,1946
2457,0,L,308.6,104,1555
2458,0,L,308.6,106,1661
2459,0,L,308.6,108,1434
2460,0,L,308.6,110,1297
2461,0,L,308.6,112,1466
2462,0,M,308.6,114,1517
2463,0,L,308.5,117,1742
2464,0,L,308.5,119,1580
2465,0,M,308.5,121,1534
2466,0,L,308.6,124,1481
2467,0,L,308.6,126,1429
2468,0,M,308.6,128,1574
2469,0,M,308.6,131,1524
2470,0,L,308.7,134,1507
2471,0,L,308.5,136,1467
2472,0,L,308.4,138,1301
2473,0,L,308.5,140,1429
2474,0,M,308.5,142,1555
2475,0,L,308.5,145,1503
2476,0,L,308.5,147,1459
2477,0,H,308.4,149,1449
2478,0,L,308.5,154,1387
2479,0,M,308.5,156,1456
2480,0,L,308.5,159,1604
2481,0,L,308.6,161,1734
2482,0,L,308.6,163,1378
2483,0,L,308.7,165,1504
2484,0,M,308.7,167,1402
2485,0,H,308.6,170,1524
2486,0,L,308.6,175,1593
2487,0,M,308.7,177,1772
2488,0,H,308.6,180,1623
2489,0,L,308.7,185,1356
2490,0,H,308.7,187,1500
2491,0,H,308.8,192,1566
2492,0,L,308.9,197,1445
2493,0,H,308.8,199,1382
2494,0,M,308.8,204,1418
2495,1,L,308.8,207,1329
2496,0,M,308.8,209,1491
2497,0,M,308.9,212,1573
2498,0,M,308.9,215,1521
2499,0,L,308.9,218,1467
2500,0,M,308.9,220,1325
2501,0,L,308.9,223,1617
2502,0,M,308.9,225,1476
2503,1,L,309.0,228,1515
2504,0,L,309.0,0,1408
2505,0,L,309.1,2,1468
2506,0,L,309.1,4,1387
2507,0,M,309.1,6,1503
2508,0,H,309.1,9,1410
2509,0,L,308.9,14,1615
2510,0,L,308.9,16,1511
2511,0,L,309.0,18,1405
2512,0,M,308.9,20,1526
2513,0,L,308.8,23,1530
2514,0,L,308.7,25,1583
2515,0,L,308.6,27,2069
2516,0,L,308.5,29,1490
2517,0,L,308.5,31,1736
2518,0,L,308.5,33,1395
2519,0,M,308.6,35,1425
2520,0,L,308.6,38,1631
2521,0,L,308.6,40,1535
2522,0,L,308.6,42,1584
2523,0,M,308.7,44,1543
2524,0,L,308.7,47,1635
2525,0,M,308.7,49,1446
2526,0,M,308.6,52,1598
2527,0,L,308.6,55,1501
2528,0,L,308.5,57,1450
2529,0,L,308.6,59,1730
2530,0,M,308.6,61,1571
2531,0,L,308.7,64,1438
2532,0,M,308.5,66,1510
2533,0,L,308.7,69,1389
2534,0,L,308.7,71,1490
2535,0,L,308.7,73,1729
2536,0,L,308.8,75,1495
2537,0,L,308.8,77,1281
2538,0,H,308.7,79,1353
2539,0,L,308.8,84,1429
2540,0,L,308.8,86,1413
2541,0,L,308.8,88,1502
2542,0,H,308.8,90,1553
2543,0,H,308.9,95,1712
2544,0,L,309.0,100,1786
2545,0,L,309.0,102,1951
2546,0,M,309.0,104,1541
2547,0,L,309.1,107,1605
2548,0,L,309.1,109,1578
2549,0,M,309.2,111,1440
2550,0,L,309.2,114,1489
2551,0,L,309.3,116,1366
2552,0,L,309.2,118,1541
2553,0,H,309.1,120,1552
2554,0,L,309.1,125,1473
2555,0,L,309.1,127,1531
2556,0,L,309.2,129,1511
2557,0,M,309.1,131,1449
2558,0,M,309.1,134,1440
2559,0,M,309.0,137,1881
2560,1,L,309.0,140,1447
2561,0,M,309.1,142,1326
2562,0,L,309.2,145,1607
2563,0,L,309.1,147,1551
2564,0,L,309.1,149,1496
2565,0,L,309.1,151,1493
2566,0,L,309.1,153,1304
2567,0,M,309.0,155,1420
2568,0,L,309.1,158,1766
2569,0,L,309.2,160,1450
2570,0,H,309.2,162,1872
2571,0,L,309.2,167,1713
2572,0,M,309.2,169,1497
2573,0,M,309.1,172,1352
2574,0,L,309.2,175,1499
2575,0,L,309.3,177,1972
2576,0,L,309.3,179,1422
2577,0,L,309.3,181,1523
2578,0,L,309.4,183,1563
2579,0,L,309.3,185,1391
2580,0,L,309.1,187,1795
2581,0,L,309.1,189,1293
2582,1,L,309.1,191,1345
2583,0,L,309.0,193,1615
2584,0,L,308.9,195,1342
2585,0,L,308.8,197,1502
2586,0,M,308.7,199,1620
2587,0,L,308.7,202,1537
2588,0,L,308.7,204,2248
2589,0,L,308.7,206,1706
2590,0,L,308.7,208,2250
2591,0,L,308.7,0,1396
2592,0,L,308.6,2,1522
2593,0,L,308.6,4,1539
2594,0,H,308.5,6,1415
2595,0,L,308.5,11,1446
2596,0,M,308.6,13,1486
2597,0,L,308.7,16,1426
2598,0,L,308.7,18,1449
2599,1,L,308.8,20,1320
2600,0,M,308.9,22,1447
2601,0,L,309.0,25,1422
2602,0,L,309.1,27,1399
2603,0,L,309.2,29,1427
2604,0,M,309.2,31,1334
2605,0,M,309.1,34,1385
2606,0,L,309.2,37,1552
2607,0,H,309.3,39,1534
2608,0,L,309.3,44,1448
2609,0,L,309.3,46,1409
2610,0,L,309.2,48,1621
2611,0,H,309.1,50,1547
2612,0,L,309.1,55,1957
2613,0,L,309.1,57,2421
2614,0,M,309.1,59,1571
2615,0,L,309.1,62,1634
2616,0,L,309.0,64,1516
2617,0,L,309.1,66,1207
2618,0,L,309.1,68,1670
2619,0,M,309.1,70,1461
2620,0,L,309.2,73,1569
2621,0,L,309.2,75,1556
2622,0,M,309.3,77,1506
2623,0,M,309.4,80,1642
2624,0,M,309.4,83,1283
2625,0,H,309.5,86,1375
2626,0,L,309.4,91,1399
2627,0,L,309.4,93,1650
2628,0,M,309.6,95,1346
2629,0,H,309.6,98,1410
2630,0,L,309.7,103,1586
2631,0,L,309.8,105,1372
2632,0,H,309.7,107,1529
2633,0,M,309.7,112,1652
2634,0,L,309.8,115,1532
2635,0,L,309.7,117,1554
2636,0,H,309.6,119,1462
2637,0,L,309.6,124,1254
2638,0,L,309.6,126,1294
2639,0,L,309.5,128,1739
2640,0,M,309.4,130,1412
2641,0,M,309.5,133,1372
2642,0,H,309.5,136,1420
2643,0,L,309.5,141,1542
2644,0,M,309.4,143,1401
2645,0,L,309.4,146,1510
2646,0,H,309.5,148,1547
2647,0,M,309.5,153,1453
2648,0,L,309.4,156,1408
2649,0,L,309.4,158,1436
2650,0,M,309.5,160,1582
2651,0,L,309.6,163,1280
2652,0,L,309.5,165,2008
2653,0,L,309.5,167,1772
2654,0,L,309.5,169,1779
2655,0,L,309.5,171,1567
2656,0,M,309.4,173,1751
2657,0,L,309.5,176,1349
2658,0,M,309.5,178,1425
2659,0,L,309.4,181,1395
2660,0,H,309.3,183,1595
2661,0,L,309.3,188,1291
2662,0,M,309.4,190,1509
2663,0,M,309.4,193,1483
2664,0,L,309.3,196,1620
2665,0,M,309.4,198,1487
2666,0,L,309.4,201,2256
2667,0,H,309.2,203,1691
2668,0,M,309.3,208,1663
2669,0,M,309.3,211,1640
2670,0,H,309.3,214,1494
2671,0,L,309.4,219,1467
2672,1,M,309.3,221,1399
2673,0,L,309.3,0,1445
2674,0,L,309.4,2,1480
2675,0,L,309.3,4,1546
2676,0,L,309.3,6,1574
2677,0,L,309.3,8,1592
2678,0,L,309.5,10,1495
2679,0,L,309.6,12,1447
2680,0,L,309.5,14,1476
2681,0,L,309.5,16,1641
2682,0,L,309.5,18,1545
2683,0,M,309.6,20,1364
2684,0,L,309.5,23,1590
2685,0,L,309.4,25,1460
2686,0,L,309.4,27,1609
2687,0,L,309.4,29,1633
2688,0,L,309.4,31,1348
2689,0,L,309.4,33,1322
2690,0,L,309.5,35,1641
2691,0,L,309.5,37,1728
2692,0,L,309.6,39,1431
2693,0,L,309.7,41,1641
2694,0,M,309.6,43,1622
2695,0,M,309.6,46,1625
2696,0,L,309.5,49,1869
2697,0,L,309.6,51,1452
2698,0,L,309.6,53,1618
2699,0,L,309.4,55,2010
2700,0,L,309.4,57,1363
2701,0,L,309.3,59,1473
2702,0,L,309.2,61,1333
2703,0,L,309.2,63,1760
2704,0,M,309.2,65,1372
2705,0,M,309.2,68,1608
2706,0,L,309.2,71,1326
2707,0,M,309.1,73,1560
2708,0,M,309.0,76,1539
2709,0,L,309.1,79,2266
2710,0,L,309.1,81,1641
2711,0,L,309.1,83,1574
2712,0,L,309.1,85,1407
2713,0,H,309.2,87,1302
2714,0,M,309.2,92,1651
2715,0,M,309.1,95,1366
2716,0,M,309.0,98,1701
2717,0,L,309.0,101,1498
2718,0,M,309.1,103,1422
2719,0,L,309.1,106,1357
2720,0,L,309.2,108,1690
2721,0,L,309.2,110,1559
2722,0,M,309.3,112,1553
2723,0,L,309.3,115,1558
2724,0,L,309.4,117,1362
2725,0,M,309.3,119,1470
2726,0,L,309.4,122,1555
2727,0,M,309.4,124,1423
2728,0,L,309.3,127,1434
2729,0,L,309.3,129,1779
2730,0,L,309.3,131,1417
2731,0,L,309.2,133,1425
2732,0,M,309.2,135,1597
2733,0,L,309.2,138,1346
2734,0,L,309.2,140,1422
2735,0,H,309.2,142,1572
2736,0,L,309.2,147,1412
2737,0,M,309.1,149,1576
2738,0,M,309.1,152,1508
2739,0,M,309.1,155,1496
2740,0,L,309.2,158,1572
2741,0,L,309.0,160,1525
2742,0,L,309.0,162,1378
2743,0,L,309.1,164,1369
2744,0,L,309.1,166,1476
2745,0,L,309.2,168,1620
2746,0,M,309.1,170,1603
2747,0,L,309.2,173,1411
2748,0,L,309.2,175,1616
2749,0,L,309.2,177,1631
2750,1,M,309.2,179,1685
2751,0,H,309.2,182,1456
2752,0,L,309.1,187,1417
2753,0,M,309.1,189,1851
2754,0,L,309.1,192,1715
2755,0,H,309.1,194,1630
2756,0,L,309.2,199,1478
2757,0,L,309.2,201,1781
2758,0,L,309.2,203,1439
2759,0,M,309.2,205,1412
2760,0,L,309.1,208,1483
2761,0,L,309.2,210,1400
2762,1,L,309.3,212,1299
2763,0,L,309.2,214,1479
2764,0,L,309.2,216,1491
2765,0,M,309.3,0,1389
2766,0,M,309.4,3,1399
2767,0,M,309.4,6,1889
2768,0,L,309.5,9,1925
2769,0,L,309.5,11,1675
2770,0,M,309.6,13,1477
2771,0,L,309.6,16,1364
2772,0,L,309.5,18,1451
2773,0,L,309.4,20,1467
2774,0,L,309.4,22,1858
2775,0,L,309.4,24,1559
2776,0,L,309.4,26,1560
2777,0,L,309.4,28,1453
2778,0,L,309.4,30,1464
2779,0,L,309.4,32,1308
2780,0,L,309.5,34,1353
2781,0,M,309.6,36,1556
2782,0,L,309.5,39,2183
2783,0,M,309.6,41,1491
2784,0,M,309.6,44,1528
2785,0,L,309.6,47,1430
2786,0,L,309.5,49,1495
2787,0,M,309.5,51,1630
2788,0,M,309.6,54,1524
2789,0,L,309.6,57,1326
2790,0,H,309.5,59,1438
2791,0,L,309.6,64,1356
2792,0,H,309.6,66,1416
2793,0,L,309.7,71,1584
2794,0,L,309.6,73,1597
2795,0,L,309.6,75,1553
2796,0,M,309.5,77,1405
2797,0,L,309.5,80,1539
2798,0,M,309.6,82,1398
2799,0,L,309.6,85,1568
2800,0,L,309.6,87,1404
2801,0,M,309.5,89,1500
2802,0,M,309.5,92,1642
2803,0,M,309.6,95,1509
2804,0,L,309.5,98,1343
2805,0,L,309.5,100,1450
2806,0,L,309.4,102,1460
2807,0,L,309.3,104,1364
2808,0,M,309.3,106,1452
2809,0,L,309.3,109,1471
2810,0,L,309.2,111,1598
2811,0,L,309.1,113,1772
2812,0,L,309.2,115,1761
2813,0,M,309.3,117,1413
2814,0,L,309.3,120,1887
2815,0,L,309.3,122,1395
2816,0,M,309.4,124,1569
2817,0,L,309.4,127,1434
2818,0,L,309.5,129,1417
2819,0,L,309.5,131,1729
2820,0,L,309.5,133,1356
2821,0,L,309.5,135,1436
2822,0,M,309.6,137,1419
2823,0,L,309.6,140,1593
2824,0,M,309.5,142,1320
2825,0,M,309.5,145,1448
2826,0,L,309.4,148,1470
2827,0,M,309.4,150,1612
2828,0,L,309.4,153,1412
2829,0,M,309.4,155,1875
2830,0,L,309.3,158,1612
2831,0,M,309.3,160,1411
2832,0,M,309.2,163,1490
2833,0,M,309.3,166,1467
2834,0,L,309.2,169,1807
2835,0,L,309.1,171,1368
2836,0,L,309.2,173,1572
2837,0,M,309.1,175,1458
2838,0,L,309.1,178,1699
2839,0,L,309.3,180,1478
2840,0,M,309.4,182,1362
2841,0,H,309.4,185,1487
2842,0,L,309.4,190,1705
2843,0,L,309.3,192,1345
2844,0,L,309.2,194,1532
2845,0,L,309.2,196,1650
2846,0,L,309.2,198,1398
2847,0,L,309.2,200,1412
2848,0,L,309.3,202,1525
2849,0,M,309.3,204,1391
2850,0,L,309.3,207,1766
2851,0,L,309.3,209,1671
2852,0,L,309.3,211,1373
2853,0,M,309.4,213,1347
2854,0,M,309.3,216,1539
2855,0,L,309.3,219,1470
2856,0,L,309.3,221,1528
2857,0,H,309.3,223,1471
2858,0,M,309.2,228,1528
2859,1,L,309.3,231,1417
2860,0,L,309.4,233,1549
2861,0,H,309.4,235,1463
2862,0,L,309.5,240,1479
2863,0,L,309.5,242,1867
2864,0,L,309.4,244,1471
2865,1,H,309.4,246,1380
2866,0,H,309.7,0,1623
2867,0,L,309.7,5,1997
2868,0,H,309.6,7,1390
2869,0,L,309.7,12,1418
2870,0,L,309.7,14,1519
2871,0,M,309.7,16,1519
2872,0,M,309.6,19,1536
2873,0,L,309.6,22,1680
2874,0,H,309.4,24,1555
2875,0,L,309.5,29,1471
2876,0,M,309.4,31,1877
2877,0,M,309.3,34,1578
2878,0,M,309.4,37,1655
2879,0,H,309.4,40,1502
2880,1,M,309.4,45,1367
2881,0,L,309.5,48,1541
2882,0,M,309.6,50,1588
2883,0,L,309.6,53,1684
2884,0,L,309.5,55,1437
2885,0,L,309.6,57,1409
2886,0,M,309.5,59,1320
2887,0,H,309.5,62,1635
2888,0,M,309.5,67,1691
2889,0,M,309.6,70,1365
2890,0,M,309.7,73,1523
2891,0,L,309.7,76,1593
2892,0,L,309.6,78,1682
2893,0,L,309.6,80,1329
2894,0,M,309.6,82,1568
2895,0,L,309.6,85,1733
2896,0,M,309.6,87,1473
2897,0,M,309.5,90,1633
2898,0,M,309.5,93,1530
2899,0,M,309.5,96,1550
2900,0,L,309.4,99,1410
2901,0,L,309.3,101,1574
2902,0,L,309.4,103,1425
2903,0,M,309.4,105,1541
2904,0,M,309.5,108,1733
2905,0,L,309.4,111,2496
2906,0,L,309.4,113,1552
2907,0,L,309.3,115,1409
2908,0,M,309.4,117,1581
2909,0,L,309.5,120,1251
2910,0,L,309.6,122,1500
2911,0,L,309.5,124,1576
2912,0,M,309.5,126,1352
2913,0,L,309.6,129,1661
2914,0,L,309.6,131,1541
2915,0,H,309.6,133,1888
2916,0,L,309.5,138,1255
2917,0,L,309.6,140,1411
2918,0,L,309.5,142,1516
2919,0,M,309.5,144,1492
2920,0,L,309.6,147,1726
2921,0,L,309.7,149,1598
2922,0,L,309.8,151,1657
2923,0,L,309.7,153,1481
2924,0,M,309.7,155,1397
2925,0,L,309.7,158,1461
2926,0,M,309.6,160,1388
2927,0,L,309.7,163,1507
2928,0,M,309.6,165,1421
2929,0,M,309.7,168,1258
2930,0,M,309.7,171,1482
2931,0,H,309.6,174,1403
2932,0,L,309.7,179,1373
2933,0,L,309.7,181,1460
2934,0,M,309.7,183,1751
2935,0,M,309.6,186,1546
2936,0,M,309.7,189,1680
2937,0,M,309.7,192,1394
2938,0,L,309.6,195,1810
2939,0,L,309.5,197,1479
2940,0,L,309.7,199,1431
2941,0,L,309.7,201,2355
2942,1,M,309.6,203,1996
2943,0,L,309.5,0,1461
2944,0,H,309.5,2,2007
2945,0,L,309.6,7,1505
2946,0,H,309.6,9,1925
2947,0,M,309.5,14,1622
2948,0,L,309.5,17,1592
2949,0,L,309.5,19,1850
2950,0,M,309.5,21,1470
2951,0,M,309.5,24,1445
2952,0,L,309.5,27,1685
2953,0,H,309.5,29,1667
2954,0,L,309.5,34,1578
2955,0,H,309.4,36,1691
2956,0,M,309.5,41,1439
2957,0,M,309.6,44,1404
2958,0,L,309.6,47,1498
2959,0,M,309.5,49,1481
2960,0,M,309.4,52,1589
2961,0,L,309.5,55,1467
2962,0,L,309.4,57,1654
2963,0,L,309.5,59,1508
2964,0,M,309.6,61,1439
2965,0,L,309.5,64,1692
2966,0,M,309.5,66,1838
2967,0,L,309.3,69,1601
2968,0,L,309.4,71,1369
2969,0,M,309.4,73,1312
2970,0,L,309.4,76,1468
2971,0,M,309.4,78,1452
2972,0,M,309.5,81,1393
2973,0,M,309.4,84,1432
2974,0,M,309.3,87,1510
2975,0,M,309.4,90,1521
2976,0,H,309.4,93,1360
2977,0,M,309.3,98,1881
2978,0,L,309.3,101,1413
2979,0,H,309.4,103,1642
2980,0,L,309.5,108,1542
2981,0,L,309.5,110,1447
2982,0,H,309.4,112,1530
2983,0,L,309.5,117,1795
2984,0,L,309.6,119,1290
2985,0,L,309.7,121,1639
2986,0,L,309.8,123,1596
2987,0,L,309.8,125,1455
2988,0,M,309.8,127,1659
2989,0,M,309.8,130,1532
2990,0,L,309.8,133,1502
2991,0,L,309.8,135,1688
2992,0,M,309.7,137,1341
2993,0,M,309.7,140,1685
2994,0,M,309.8,143,1370
2995,0,L,309.8,146,1461
2996,0,L,309.8,148,1550
2997,0,M,309.8,150,1508
2998,0,L,309.8,153,1345
2999,0,L,309.7,155,1616
3000,0,L,309.7,157,1395
3001,1,H,309.8,159,1324
3002,0,L,309.8,164,1445
3003,0,M,309.8,166,1555
3004,0,M,309.9,169,1449
3005,0,M,309.9,172,1466
3006,0,L,309.9,175,1503
3007,0,L,309.7,177,1488
3008,0,L,309.7,179,1314
3009,0,M,309.7,181,1547
3010,0,M,309.7,184,1466
3011,0,L,309.6,187,1537
3012,0,M,309.5,189,1434
3013,0,L,309.6,192,1432
3014,0,L,309.6,194,1390
3015,0,L,309.7,196,1580
3016,0,L,309.7,198,1589
3017,0,L,309.8,200,1441
3018,0,L,309.8,202,1305
3019,0,M,309.8,204,1566
3020,1,L,309.8,207,1379
3021,0,L,309.6,209,1543
3022,0,L,309.8,211,1421
3023,0,L,309.6,213,1760
3024,0,L,309.5,215,1711
3025,0,L,309.6,217,1465
3026,0,L,309.6,219,1366
3027,0,M,309.5,221,1888
3028,0,L,309.5,0,1777
3029,0,L,309.5,2,1379
3030,0,L,309.5,4,1525
3031,0,M,309.6,6,1563
3032,0,M,309.7,9,1389
3033,0,M,309.8,12,1447
3034,0,M,309.7,15,1934
3035,0,H,309.7,18,1470
3036,0,M,309.7,23,1428
3037,0,L,309.6,26,1319
3038,0,L,309.7,28,1887
3039,0,L,309.5,30,1349
3040,0,M,309.5,32,1665
3041,0,L,309.5,35,1474
3042,0,L,309.5,37,1543
3043,0,M,309.4,39,1459
3044,0,L,309.5,42,1551
3045,0,L,309.4,44,1981
3046,0,L,309.4,46,1526
3047,0,M,309.4,48,1501
3048,0,L,309.4,51,1558
3049,0,L,309.3,53,1532
3050,0,L,309.2,55,1326
3051,0,L,309.2,57,1431
3052,0,L,309.3,59,1366
3053,0,L,309.2,61,1421
3054,0,H,309.3,63,1506
3055,0,H,309.3,68,1342
3056,0,L,309.2,73,1427
3057,0,L,309.2,75,1667
3058,0,L,309.1,77,1400
3059,0,L,309.0,79,1709
3060,0,M,309.0,81,1368
3061,0,L,309.1,84,1882
3062,0,L,309.1,86,1353
3063,0,L,309.0,88,1553
3064,0,L,309.1,90,1431
3065,0,M,309.1,92,1731
3066,1,M,309.2,95,1687
3067,0,M,309.2,98,1457
3068,0,L,309.2,101,1533
3069,0,H,309.0,103,1622
3070,0,L,309.1,108,1791
3071,0,L,309.1,110,1631
3072,0,L,309.0,112,2174
3073,0,L,309.0,114,1314
3074,0,L,309.1,116,1478
3075,0,L,309.2,118,1783
3076,0,M,309.2,120,1385
3077,0,L,309.2,123,1444
3078,0,L,309.3,125,1841
3079,0,M,309.4,127,1349
3080,0,L,309.3,130,1340
3081,0,M,309.2,132,1539
3082,0,M,309.3,135,1932
3083,0,M,309.3,138,1407
3084,0,L,309.3,141,1712
3085,0,H,309.4,143,1329
3086,0,L,309.2,148,1441
3087,0,L,309.2,150,1610
3088,0,M,309.1,152,1474
3089,0,M,309.1,155,1624
3090,0,H,309.3,158,1520
3091,0,H,309.3,163,1448
3092,0,L,309.3,168,1558
3093,0,M,309.3,170,2293
3094,0,L,309.3,173,1397
3095,0,L,309.3,175,1972
3096,0,M,309.2,177,1574
3097,0,L,309.2,180,1560
3098,0,M,309.2,182,1353
3099,0,M,309.2,185,1389
3100,0,M,309.1,188,1513
3101,0,L,309.1,191,1578
3102,0,H,309.0,193,1467
3103,0,L,309.1,198,1412
3104,0,L,309.1,200,1668
3105,0,M,309.2,202,1678
3106,0,L,309.1,205,1612
3107,0,L,309.1,207,1485
3108,0,M,309.1,209,1456
3109,0,L,309.2,212,1504
3110,0,L,309.2,214,1491
3111,0,H,309.2,0,1525
3112,0,L,309.2,5,1759
3113,0,M,309.1,7,1355
3114,0,M,309.1,10,1345
3115,0,M,309.2,13,1683
3116,0,L,309.2,16,1658
3117,0,L,309.2,18,1566
3118,0,M,309.3,20,1469
3119,0,M,309.5,23,1458
3120,0,L,309.4,26,1858
3121,0,H,309.4,28,1563
3122,0,L,309.4,33,2141
3123,0,L,309.3,35,1473
3124,0,H,309.4,37,1498
3125,0,L,309.4,42,1568
3126,0,L,309.4,44,1694
3127,0,L,309.4,46,1499
3128,0,L,309.5,48,1717
3129,0,M,309.5,50,1462
3130,0,L,309.6,53,1642
3131,0,L,309.6,55,1760
3132,0,L,309.5,57,1660
3133,0,L,309.5,59,1557
3134,0,H,309.6,61,1442
3135,0,L,309.6,66,1359
3136,0,L,309.8,68,1342
3137,0,L,309.9,70,1435
3138,0,L,309.9,72,1567
3139,0,L,309.9,74,1376
3140,0,H,309.9,76,1513
3141,1,H,309.9,81,2563
3142,0,L,310.0,86,1521
3143,0,L,310.0,88,1658
3144,0,H,310.0,90,1419
3145,0,M,310.0,95,1478
3146,0,M,310.0,98,1415
3147,0,M,309.9,101,1780
3148,0,M,309.7,104,1440
3149,0,H,309.8,107,1448
3150,0,H,309.7,112,1500
3151,0,L,309.8,117,1513
3152,0,L,309.8,119,1428
3153,0,M,309.8,121,1473
3154,0,M,309.9,124,1483
3155,0,L,309.7,127,1534
3156,0,L,309.8,129,1367
3157,0,L,309.7,131,1467
3158,0,M,309.7,133,1488
3159,0,L,309.7,136,1679
3160,0,H,309.8,138,1409
3161,0,M,309.7,143,1367
3162,0,L,309.8,146,1314
3163,0,L,309.9,148,1480
3164,0,L,309.8,150,1549
3165,0,L,309.7,152,1685
3166,0,L,309.6,154,1536
3167,0,M,309.7,156,1539
3168,0,L,309.7,159,1384
3169,0,M,309.6,161,1614
3170,0,M,309.6,164,1675
3171,0,M,309.7,167,1685
3172,0,L,309.6,170,1386
3173,0,M,309.6,172,1488
3174,0,L,309.6,175,1624
3175,0,L,309.6,177,1600
3176,0,L,309.6,179,1468
3177,0,L,309.6,181,1435
3178,0,M,309.5,183,1564
3179,0,M,309.4,186,1329
3180,0,L,309.3,189,1570
3181,0,M,309.4,191,1433
3182,0,L,309.4,194,1527
3183,0,M,309.3,196,1443
3184,0,L,309.3,199,1616
3185,0,L,309.3,201,1654
3186,0,L,309.3,203,1685
3187,0,M,309.4,205,1456
3188,0,M,309.4,208,1752
3189,0,M,309.2,211,1438
3190,0,L,309.1,214,1551
3191,0,L,309.2,216,1599
3192,0,M,309.2,218,1732
3193,0,M,309.2,221,1418
3194,0,L,309.1,0,1401
3195,0,L,309.0,2,1454
3196,0,M,309.2,4,1635
3197,0,L,309.1,7,1489
3198,0,L,309.1,9,1465
3199,0,M,309.1,11,1463
3200,0,H,309.1,14,1560
3201,0,M,309.2,19,1454
3202,0,L,309.1,22,1479
3203,0,L,309.2,24,1430
3204,0,M,309.1,26,1533
3205,0,L,309.0,29,1404
3206,0,M,308.9,31,1548
3207,0,M,309.0,34,1612
3208,0,M,309.0,37,1642
3209,0,M,309.1,40,1406
3210,0,L,309.2,43,1587
3211,0,M,309.2,45,1364
3212,0,L,309.2,48,1462
3213,0,L,309.2,50,1649
3214,0,L,309.2,52,1752
3215,0,H,309.3,54,1396
3216,0,M,309.4,59,2179
3217,0,L,309.5,62,1653
3218,0,L,309.5,64,2025
3219,0,L,309.6,66,1426
3220,0,M,309.6,68,1503
3221,0,M,309.6,71,1525
3222,0,L,309.6,74,1423
3223,0,M,309.7,76,1435
3224,0,H,309.5,79,1495
3225,0,M,309.5,84,1557
3226,0,L,309.4,87,1474
3227,0,L,309.3,89,1465
3228,0,M,309.3,91,1589
3229,0,L,309.3,94,1475
3230,0,L,309.4,96,1442
3231,0,L,309.4,98,1556
3232,0,L,309.3,100,1425
3233,0,L,309.3,102,1580
3234,0,H,309.4,104,1474
3235,0,L,309.4,109,1489
3236,0,L,309.4,111,1946
3237,1,M,309.4,113,1342
3238,0,M,309.5,116,1758
3239,0,M,309.4,119,1724
3240,0,L,309.5,122,1430
3241,0,L,309.5,124,1612
3242,0,H,309.5,126,1469
3243,0,L,309.6,131,1384
3244,0,L,309.6,133,1724
3245,0,M,309.6,135,1397
3246,0,M,309.6,138,1588
3247,0,L,309.7,141,1468
3248,0,M,309.8,143,1594
3249,0,M,309.7,146,1511
3250,0,L,309.8,149,1493
3251,0,H,309.8,151,1709
3252,0,L,309.6,156,1501
3253,0,L,309.7,158,1668
3254,0,L,309.6,160,1502
3255,0,M,309.7,162,1288
3256,0,L,309.7,165,1491
3257,0,L,309.8,167,1519
3258,0,L,309.9,169,1984
3259,0,L,309.9,171,1643
3260,0,M,310.0,173,1625
3261,0,M,310.0,176,2068
3262,0,H,310.1,179,1469
3263,0,L,310.1,184,1558
3264,0,L,310.0,186,1344
3265,0,H,310.1,188,1455
3266,0,L,310.1,193,1355
3267,1,L,310.1,195,1269
3268,0,L,310.0,197,1550
3269,0,M,310.1,199,1525
3270,0,M,310.0,202,1696
3271,0,L,310.1,205,1937
3272,0,M,310.0,207,1689
3273,0,M,310.0,210,1593
3274,0,M,309.9,213,1565
3275,0,L,310.0,0,1665
3276,0,H,310.0,2,1532
