UID,Temperature,Rotationalspeed,Tool wear [hour],Type_L,Type_M
2321,0.3827160493827222,0.15832363213038425,3.1333333333333333,0.0,0.0
2322,0.3827160493827222,0.08498253783469156,3.216666666666667,0.0,1.0
2323,0.3703703703703738,0.20139697322467986,3.2666666666666666,1.0,0.0
2324,0.3703703703703738,0.13562281722933645,3.3,0.0,1.0
2325,0.3827160493827222,0.2724097788125728,3.35,1.0,0.0
2326,0.3827160493827222,0.25320139697322475,3.3833333333333333,1.0,0.0
2327,0.3703703703703738,0.1856810244470315,3.4166666666666665,0.0,1.0
2328,0.3703703703703738,0.14668218859138538,3.466666666666667,0.0,1.0
2329,0.3703703703703738,0.2392316647264261,3.5166666666666666,1.0,0.0
2330,0.3703703703703738,0.18393480791618166,3.55,1.0,0.0
2331,0.3703703703703738,0.12922002328288718,3.5833333333333335,0.0,1.0
2332,0.3580246913580325,0.1257275902211875,3.6333333333333333,1.0,0.0
2333,0.3456790123456841,0.12223515715948785,3.6666666666666665,1.0,0.0
2334,0.3456790123456841,0.16123399301513397,3.7,1.0,0.0
2335,0.3333333333333357,0.16123399301513397,3.7333333333333334,1.0,0.0
2336,0.3333333333333357,0.19848661233993015,0.0,1.0,0.0
2337,0.3333333333333357,0.1548311990686846,0.03333333333333333,1.0,0.0
2338,0.3333333333333357,0.4126891734575088,0.06666666666666667,1.0,0.0
2339,0.3209876543209944,0.28114086146682193,0.1,1.0,0.0
2340,0.308641975308646,0.17345750873108268,0.13333333333333333,1.0,0.0
2341,0.2962962962963047,0.18102444703143195,0.16666666666666666,1.0,0.0
2342,0.308641975308646,0.140279394644936,0.2,1.0,0.0
2343,0.308641975308646,0.29452852153667064,0.23333333333333334,0.0,1.0
2344,0.3209876543209944,0.07974388824214207,0.2833333333333333,1.0,0.0
2345,0.3209876543209944,0.34167636786961586,0.31666666666666665,0.0,1.0
2346,0.3333333333333357,0.17869615832363217,0.36666666666666664,1.0,0.0
2347,0.3333333333333357,0.1362048894062864,0.4,1.0,0.0
2348,0.3209876543209944,0.14086146682188594,0.43333333333333335,1.0,0.0
2349,0.3333333333333357,0.15599534342258448,0.4666666666666667,1.0,0.0
2350,0.3456790123456841,0.1268917345750874,0.5,0.0,1.0
2351,0.3580246913580325,0.3352735739231666,0.55,1.0,0.0
2352,0.3333333333333357,0.130966239813737,0.5833333333333334,1.0,0.0
2353,0.3456790123456841,0.14784633294528526,0.6166666666666667,0.0,1.0
2354,0.3333333333333357,0.3917345750873108,0.6666666666666666,1.0,0.0
2355,0.3580246913580325,0.15424912689173464,0.7,1.0,0.0
2356,0.3456790123456841,0.07974388824214207,0.7333333333333333,0.0,1.0
2357,0.3580246913580325,0.19208381839348088,0.7833333333333333,0.0,0.0
2358,0.3456790123456841,0.3515715948777648,0.8666666666666667,1.0,0.0
2359,0.3333333333333357,0.12398137369033768,0.9,0.0,1.0
2360,0.3456790123456841,0.14260768335273577,0.95,1.0,0.0
2361,0.3333333333333357,0.1280558789289873,0.9833333333333333,0.0,0.0
2362,0.3580246913580325,0.26949941792782306,1.0666666666666667,0.0,1.0
2363,0.3580246913580325,0.20488940628637953,1.1166666666666667,0.0,0.0
2364,0.3456790123456841,0.1990686845168801,1.2,1.0,0.0
2365,0.3456790123456841,0.11525029103608853,1.2333333333333334,1.0,0.0
2366,0.3456790123456841,0.3940628637951106,1.2666666666666666,1.0,0.0
2367,0.3456790123456841,0.1845168800931316,1.3,1.0,0.0
2368,0.3456790123456841,0.190919674039581,1.3333333333333333,0.0,1.0
2369,0.3333333333333357,0.17462165308498256,1.3833333333333333,0.0,1.0
2370,0.3333333333333357,0.40046565774156007,1.4333333333333333,0.0,1.0
2371,0.3333333333333357,0.2630966239813738,1.4833333333333334,1.0,0.0
2372,0.3456790123456841,0.140279394644936,1.5166666666666666,1.0,0.0
2373,0.3456790123456841,0.13736903376018628,1.55,0.0,1.0
2374,0.3333333333333357,0.10593713620488943,1.6,1.0,0.0
2375,0.3333333333333357,0.21536670547147851,1.6333333333333333,0.0,1.0
2376,0.3333333333333357,0.17927823050058211,1.6833333333333333,0.0,1.0
2377,0.3209876543209944,0.11408614668218864,1.7333333333333334,0.0,1.0
2378,0.3209876543209944,0.24097788125727593,1.7833333333333334,0.0,1.0
2379,0.308641975308646,0.10477299185098954,1.8333333333333333,1.0,0.0
2380,0.308641975308646,0.1641443538998837,1.8666666666666667,0.0,0.0
2381,0.2962962962963047,0.043073341094295725,1.95,1.0,0.0
2382,0.308641975308646,0.18917345750873116,1.9833333333333334,1.0,0.0
2383,0.3209876543209944,0.25203725261932486,2.0166666666666666,1.0,0.0
2384,0.308641975308646,0.23282887077997672,2.05,1.0,0.0
2385,0.3209876543209944,0.19674039580908043,2.0833333333333335,0.0,1.0
2386,0.3209876543209944,0.2072176949941793,2.1333333333333333,1.0,0.0
2387,0.3333333333333357,0.21827706635622823,2.1666666666666665,1.0,0.0
2388,0.3456790123456841,0.17811408614668223,2.2,0.0,1.0
2389,0.3456790123456841,0.2083818393480792,2.25,0.0,1.0
2390,0.3456790123456841,0.40686845168800934,2.3,1.0,0.0
2391,0.3456790123456841,0.1856810244470315,2.3333333333333335,1.0,0.0
2392,0.3333333333333357,0.23981373690337604,2.3666666666666667,1.0,0.0
2393,0.3456790123456841,0.10011641443538999,2.4,1.0,0.0
2394,0.3456790123456841,0.21885913853317818,2.433333333333333,1.0,0.0
2395,0.3456790123456841,0.18626309662398144,2.466666666666667,1.0,0.0
2396,0.3456790123456841,0.3341094295692667,2.5,0.0,1.0
2397,0.3456790123456841,0.24679860302677536,2.55,0.0,1.0
2398,0.3580246913580325,0.24097788125727593,2.6,1.0,0.0
2399,0.3456790123456841,0.18742724097788133,2.6333333333333333,1.0,0.0
2400,0.3456790123456841,0.24796274738067525,2.6666666666666665,0.0,1.0
2401,0.3580246913580325,0.1711292200232829,2.716666666666667,0.0,0.0
2402,0.3580246913580325,0.11583236321303847,2.8,0.0,1.0
2403,0.3703703703703738,0.09138533178114094,2.85,1.0,0.0
2404,0.3703703703703738,0.1629802095459838,2.8833333333333333,0.0,0.0
2405,0.3703703703703738,0.48894062863795107,2.966666666666667,0.0,1.0
2406,0.3703703703703738,0.19208381839348088,3.0166666666666666,1.0,0.0
2407,0.3580246913580325,0.15657741559953442,3.05,1.0,0.0
2408,0.3580246913580325,0.19266589057043082,3.0833333333333335,0.0,1.0
2409,0.3333333333333357,0.10942956926658909,3.1333333333333333,1.0,0.0
2410,0.3456790123456841,0.21594877764842846,3.1666666666666665,1.0,0.0
2411,0.3456790123456841,0.3032596041909197,3.2,1.0,0.0
2412,0.3456790123456841,0.22759022118742733,3.2333333333333334,1.0,0.0
2413,0.3580246913580325,0.13969732246798605,3.2666666666666666,1.0,0.0
2414,0.3456790123456841,0.41792782305005816,3.3,1.0,0.0
2415,0.3456790123456841,0.14377182770663566,0.0,1.0,0.0
2416,0.3456790123456841,0.24388824214202565,0.03333333333333333,0.0,1.0
2417,0.3333333333333357,0.23457508731082655,0.08333333333333333,1.0,0.0
2418,0.3209876543209944,0.23748544819557627,0.11666666666666667,1.0,0.0
2419,0.3209876543209944,0.2863795110593714,0.15,1.0,0.0
2420,0.308641975308646,0.09313154831199077,0.18333333333333332,0.0,1.0
2421,0.308641975308646,0.1641443538998837,0.23333333333333334,0.0,0.0
2422,0.308641975308646,0.7077997671711292,0.31666666666666665,1.0,0.0
2423,0.308641975308646,0.16006984866123408,0.35,1.0,0.0
2424,0.308641975308646,0.4970896391152503,0.38333333333333336,0.0,1.0
2425,0.308641975308646,0.38416763678696164,0.43333333333333335,1.0,0.0
2426,0.2962962962963047,0.17694994179278234,0.4666666666666667,1.0,0.0
2427,0.308641975308646,0.11874272409778819,0.5,0.0,1.0
2428,0.3209876543209944,0.39988358556461,0.55,1.0,0.0
2429,0.3209876543209944,0.1216530849825379,0.5833333333333334,0.0,1.0
2430,0.3209876543209944,0.1536670547147847,0.6333333333333333,1.0,0.0
2431,0.308641975308646,0.09720605355064038,0.6666666666666666,0.0,1.0
2432,0.308641975308646,0.14144353899883588,0.7166666666666667,0.0,1.0
2433,0.308641975308646,0.1990686845168801,0.7666666666666667,1.0,0.0
2434,0.3209876543209944,0.1589057043073342,0.8,1.0,0.0
2435,0.308641975308646,0.11059371362048898,0.8333333333333334,0.0,1.0
2436,0.308641975308646,0.30151338766006985,0.8833333333333333,1.0,0.0
2437,0.308641975308646,0.2875436554132713,0.9166666666666666,0.0,0.0
2438,0.3209876543209944,0.15017462165308504,1.0,1.0,0.0
2439,0.3333333333333357,0.09429569266589066,1.0333333333333334,0.0,1.0
2440,0.3333333333333357,0.30558789289871946,1.0833333333333333,1.0,0.0
2441,0.3333333333333357,0.15017462165308504,1.1166666666666667,1.0,0.0
2442,0.3456790123456841,0.2956926658905705,1.15,1.0,0.0
2443,0.3333333333333357,0.09545983701979055,1.1833333333333333,0.0,1.0
2444,0.3456790123456841,0.27881257275902216,1.2333333333333334,1.0,0.0
2445,0.3580246913580325,0.05762514551804432,1.2666666666666666,1.0,0.0
2446,0.3703703703703738,0.12048894062863802,1.3,0.0,0.0
2447,0.3580246913580325,0.14784633294528526,1.3833333333333333,1.0,0.0
2448,0.3703703703703738,0.13969732246798605,1.4166666666666667,1.0,0.0
2449,0.3950617283950635,0.15832363213038425,1.45,1.0,0.0
2450,0.3827160493827222,0.3515715948777648,1.4833333333333334,1.0,0.0
2451,0.3703703703703738,0.18859138533178121,1.5166666666666666,1.0,0.0
2452,0.3703703703703738,0.280558789289872,1.55,1.0,0.0
2453,0.3580246913580325,0.6757857974388825,1.5833333333333333,0.0,1.0
2454,0.3580246913580325,0.2793946449359721,1.6333333333333333,1.0,0.0
2455,0.3580246913580325,0.2823050058207218,1.6666666666666667,1.0,0.0
2456,0.3580246913580325,0.4528521536670548,1.7,1.0,0.0
2457,0.3580246913580325,0.22526193247962756,1.7333333333333334,1.0,0.0
2458,0.3580246913580325,0.28696158323632137,1.7666666666666666,1.0,0.0
2459,0.3580246913580325,0.1548311990686846,1.8,1.0,0.0
2460,0.3580246913580325,0.07508731082654252,1.8333333333333333,1.0,0.0
2461,0.3580246913580325,0.17345750873108268,1.8666666666666667,1.0,0.0
2462,0.3580246913580325,0.2031431897555297,1.9,0.0,1.0
2463,0.3456790123456841,0.3341094295692667,1.95,1.0,0.0
2464,0.3456790123456841,0.23981373690337604,1.9833333333333334,1.0,0.0
2465,0.3456790123456841,0.21303841676367874,2.0166666666666666,0.0,1.0
2466,0.3580246913580325,0.18218859138533183,2.066666666666667,1.0,0.0
2467,0.3580246913580325,0.15192083818393487,2.1,1.0,0.0
2468,0.3580246913580325,0.23632130384167638,2.1333333333333333,0.0,1.0
2469,0.3580246913580325,0.2072176949941793,2.183333333333333,0.0,1.0
2470,0.3703703703703738,0.19732246798603037,2.2333333333333334,1.0,0.0
2471,0.3456790123456841,0.17403958090803262,2.2666666666666666,1.0,0.0
2472,0.3333333333333357,0.0774155995343423,2.3,1.0,0.0
2473,0.3456790123456841,0.15192083818393487,2.3333333333333335,1.0,0.0
2474,0.3456790123456841,0.22526193247962756,2.3666666666666667,0.0,1.0
2475,0.3456790123456841,0.1949941792782306,2.4166666666666665,1.0,0.0
2476,0.3456790123456841,0.16938300349243307,2.45,1.0,0.0
2477,0.3333333333333357,0.16356228172293374,2.4833333333333334,0.0,0.0
2478,0.3456790123456841,0.12747380675203734,2.566666666666667,1.0,0.0
2479,0.3456790123456841,0.16763678696158324,2.6,0.0,1.0
2480,0.3456790123456841,0.2537834691501747,2.65,1.0,0.0
2481,0.3580246913580325,0.32945285215366715,2.683333333333333,1.0,0.0
2482,0.3580246913580325,0.12223515715948785,2.716666666666667,1.0,0.0
2483,0.3703703703703738,0.19557625145518054,2.75,1.0,0.0
2484,0.3703703703703738,0.1362048894062864,2.783333333333333,0.0,1.0
2485,0.3580246913580325,0.2072176949941793,2.8333333333333335,0.0,0.0
2486,0.3580246913580325,0.2473806752037253,2.9166666666666665,1.0,0.0
2487,0.3703703703703738,0.3515715948777648,2.95,0.0,1.0
2488,0.3580246913580325,0.2648428405122235,3.0,0.0,0.0
2489,0.3703703703703738,0.10942956926658909,3.0833333333333335,1.0,0.0
2490,0.3703703703703738,0.19324796274738076,3.1166666666666667,0.0,0.0
2491,0.3827160493827222,0.23166472642607683,3.2,0.0,0.0
2492,0.3950617283950635,0.16123399301513397,3.283333333333333,1.0,0.0
2493,0.3827160493827222,0.12456344586728763,3.316666666666667,0.0,0.0
2494,0.3827160493827222,0.1455180442374855,3.4,0.0,1.0
2495,0.3827160493827222,0.09371362048894072,3.45,1.0,0.0
2496,0.3827160493827222,0.18800931315483127,3.4833333333333334,0.0,1.0
2497,0.3950617283950635,0.23573923166472643,3.533333333333333,0.0,1.0
2498,0.3950617283950635,0.20547147846332947,3.5833333333333335,0.0,1.0
2499,0.3950617283950635,0.17403958090803262,3.6333333333333333,1.0,0.0
2500,0.3950617283950635,0.09138533178114094,3.6666666666666665,0.0,1.0
2501,0.3950617283950635,0.26135040745052396,3.716666666666667,1.0,0.0
2502,0.3950617283950635,0.17927823050058211,3.75,0.0,1.0
2503,0.4074074074074119,0.2019790454016298,3.8,1.0,0.0
2504,0.4074074074074119,0.13969732246798605,0.0,1.0,0.0
2505,0.4197530864197603,0.17462165308498256,0.03333333333333333,1.0,0.0
2506,0.4197530864197603,0.12747380675203734,0.06666666666666667,1.0,0.0
2507,0.4197530864197603,0.1949941792782306,0.1,0.0,1.0
2508,0.4197530864197603,0.14086146682188594,0.15,0.0,0.0
2509,0.3950617283950635,0.26018626309662407,0.23333333333333334,1.0,0.0
2510,0.3950617283950635,0.19965075669383003,0.26666666666666666,1.0,0.0
2511,0.4074074074074119,0.13795110593713622,0.3,1.0,0.0
2512,0.3950617283950635,0.2083818393480792,0.3333333333333333,0.0,1.0
2513,0.3827160493827222,0.21071012805587896,0.38333333333333336,1.0,0.0
2514,0.3703703703703738,0.24155995343422587,0.4166666666666667,1.0,0.0
2515,0.3580246913580325,0.5244470314318975,0.45,1.0,0.0
2516,0.3456790123456841,0.18742724097788133,0.48333333333333334,1.0,0.0
2517,0.3456790123456841,0.33061699650756704,0.5166666666666667,1.0,0.0
2518,0.3456790123456841,0.13213038416763678,0.55,1.0,0.0
2519,0.3580246913580325,0.1495925494761351,0.5833333333333334,0.0,1.0
2520,0.3580246913580325,0.26949941792782306,0.6333333333333333,1.0,0.0
2521,0.3580246913580325,0.21362048894062868,0.6666666666666666,1.0,0.0
2522,0.3580246913580325,0.24214202561117582,0.7,1.0,0.0
2523,0.3703703703703738,0.21827706635622823,0.7333333333333333,0.0,1.0
2524,0.3703703703703738,0.27182770663562283,0.7833333333333333,1.0,0.0
2525,0.3703703703703738,0.1618160651920839,0.8166666666666667,0.0,1.0
2526,0.3580246913580325,0.250291036088475,0.8666666666666667,0.0,1.0
2527,0.3580246913580325,0.1938300349243307,0.9166666666666666,1.0,0.0
2528,0.3456790123456841,0.1641443538998837,0.95,1.0,0.0
2529,0.3580246913580325,0.3271245634458674,0.9833333333333333,1.0,0.0
2530,0.3580246913580325,0.23457508731082655,1.0166666666666666,0.0,1.0
2531,0.3703703703703738,0.15715948777648436,1.0666666666666667,1.0,0.0
2532,0.3456790123456841,0.1990686845168801,1.1,0.0,1.0
2533,0.3703703703703738,0.12863795110593723,1.15,1.0,0.0
2534,0.3703703703703738,0.18742724097788133,1.1833333333333333,1.0,0.0
2535,0.3703703703703738,0.3265424912689173,1.2166666666666666,1.0,0.0
2536,0.3827160493827222,0.19033760186263105,1.25,1.0,0.0
2537,0.3827160493827222,0.06577415599534342,1.2833333333333334,1.0,0.0
2538,0.3703703703703738,0.10768335273573926,1.3166666666666667,0.0,0.0
2539,0.3827160493827222,0.15192083818393487,1.4,1.0,0.0
2540,0.3827160493827222,0.14260768335273577,1.4333333333333333,1.0,0.0
2541,0.3827160493827222,0.19441210710128065,1.4666666666666666,1.0,0.0
2542,0.3827160493827222,0.22409778812572767,1.5,0.0,0.0
2543,0.3950617283950635,0.3166472642607684,1.5833333333333333,0.0,0.0
2544,0.4074074074074119,0.359720605355064,1.6666666666666667,1.0,0.0
2545,0.4074074074074119,0.4557625145518044,1.7,1.0,0.0
2546,0.4074074074074119,0.21711292200232835,1.7333333333333334,0.0,1.0
2547,0.4197530864197603,0.25436554132712463,1.7833333333333334,1.0,0.0
2548,0.4197530864197603,0.23864959254947615,1.8166666666666667,1.0,0.0
2549,0.4320987654321016,0.15832363213038425,1.85,0.0,1.0
2550,0.4320987654321016,0.18684516880093138,1.9,1.0,0.0
2551,0.44444444444444997,0.11525029103608853,1.9333333333333333,1.0,0.0
2552,0.4320987654321016,0.21711292200232835,1.9666666666666666,1.0,0.0
2553,0.4197530864197603,0.22351571594877773,2.0,0.0,0.0
2554,0.4197530864197603,0.17753201396973228,2.0833333333333335,1.0,0.0
2555,0.4197530864197603,0.2112922002328289,2.1166666666666667,1.0,0.0
2556,0.4320987654321016,0.19965075669383003,2.15,1.0,0.0
2557,0.4197530864197603,0.16356228172293374,2.183333333333333,0.0,1.0
2558,0.4197530864197603,0.15832363213038425,2.2333333333333334,0.0,1.0
2559,0.4074074074074119,0.41501746216530855,2.283333333333333,0.0,1.0
2560,0.4074074074074119,0.16239813736903386,2.3333333333333335,1.0,0.0
2561,0.4197530864197603,0.09196740395809089,2.3666666666666667,0.0,1.0
2562,0.4320987654321016,0.2555296856810245,2.4166666666666665,1.0,0.0
2563,0.4197530864197603,0.22293364377182778,2.45,1.0,0.0
2564,0.4197530864197603,0.190919674039581,2.4833333333333334,1.0,0.0
2565,0.4197530864197603,0.18917345750873116,2.5166666666666666,1.0,0.0
2566,0.4197530864197603,0.07916181606519213,2.55,1.0,0.0
2567,0.4074074074074119,0.14668218859138538,2.5833333333333335,0.0,1.0
2568,0.4197530864197603,0.34807916181606513,2.6333333333333333,1.0,0.0
2569,0.4320987654321016,0.1641443538998837,2.6666666666666665,1.0,0.0
2570,0.4320987654321016,0.40977881257275917,2.7,0.0,0.0
2571,0.4320987654321016,0.31722933643771833,2.783333333333333,1.0,0.0
2572,0.4320987654321016,0.19150174621653093,2.816666666666667,0.0,1.0
2573,0.4197530864197603,0.10710128055878931,2.8666666666666667,0.0,1.0
2574,0.4320987654321016,0.19266589057043082,2.9166666666666665,1.0,0.0
2575,0.44444444444444997,0.4679860302677533,2.95,1.0,0.0
2576,0.44444444444444997,0.14784633294528526,2.9833333333333334,1.0,0.0
2577,0.44444444444444997,0.20663562281722936,3.0166666666666666,1.0,0.0
2578,0.45679012345679126,0.2299185098952271,3.05,1.0,0.0
2579,0.44444444444444997,0.12980209545983712,3.0833333333333335,1.0,0.0
2580,0.4197530864197603,0.3649592549476136,3.1166666666666667,1.0,0.0
2581,0.4197530864197603,0.07275902211874274,3.15,1.0,0.0
2582,0.4197530864197603,0.10302677532013971,3.183333333333333,1.0,0.0
2583,0.4074074074074119,0.26018626309662407,3.216666666666667,1.0,0.0
2584,0.3950617283950635,0.10128055878928988,3.25,1.0,0.0
2585,0.3827160493827222,0.19441210710128065,3.283333333333333,1.0,0.0
2586,0.3703703703703738,0.2630966239813738,3.316666666666667,0.0,1.0
2587,0.3703703703703738,0.21478463329452857,3.3666666666666667,1.0,0.0
2588,0.3703703703703738,0.6286379511059371,3.4,1.0,0.0
2589,0.3703703703703738,0.31315483119906873,3.433333333333333,1.0,0.0
2590,0.3703703703703738,0.629802095459837,3.466666666666667,1.0,0.0
2591,0.3703703703703738,0.13271245634458673,0.0,1.0,0.0
2592,0.3580246913580325,0.20605355064027941,0.03333333333333333,1.0,0.0
2593,0.3580246913580325,0.21594877764842846,0.06666666666666667,1.0,0.0
2594,0.3456790123456841,0.14377182770663566,0.1,0.0,0.0
2595,0.3456790123456841,0.1618160651920839,0.18333333333333332,1.0,0.0
2596,0.3580246913580325,0.18509895227008155,0.21666666666666667,0.0,1.0
2597,0.3703703703703738,0.15017462165308504,0.26666666666666666,1.0,0.0
2598,0.3703703703703738,0.16356228172293374,0.3,1.0,0.0
2599,0.3827160493827222,0.08847497089639123,0.3333333333333333,1.0,0.0
2600,0.3950617283950635,0.16239813736903386,0.36666666666666664,0.0,1.0
2601,0.4074074074074119,0.14784633294528526,0.4166666666666667,1.0,0.0
2602,0.4197530864197603,0.13445867287543656,0.45,1.0,0.0
2603,0.4320987654321016,0.15075669383003498,0.48333333333333334,1.0,0.0
2604,0.4320987654321016,0.09662398137369044,0.5166666666666667,0.0,1.0
2605,0.4197530864197603,0.12630966239813746,0.5666666666666667,0.0,1.0
2606,0.4320987654321016,0.22351571594877773,0.6166666666666667,1.0,0.0
2607,0.44444444444444997,0.21303841676367874,0.65,0.0,0.0
2608,0.44444444444444997,0.1629802095459838,0.7333333333333333,1.0,0.0
2609,0.44444444444444997,0.140279394644936,0.7666666666666667,1.0,0.0
2610,0.4320987654321016,0.26367869615832373,0.8,1.0,0.0
2611,0.4197530864197603,0.220605355064028,0.8333333333333334,0.0,0.0
2612,0.4197530864197603,0.45925494761350405,0.9166666666666666,1.0,0.0
2613,0.4197530864197603,0.729336437718277,0.95,1.0,0.0
2614,0.4197530864197603,0.23457508731082655,0.9833333333333333,0.0,1.0
2615,0.4197530864197603,0.2712456344586729,1.0333333333333334,1.0,0.0
2616,0.4074074074074119,0.20256111757857975,1.0666666666666667,1.0,0.0
2617,0.4197530864197603,0.022700814901047806,1.1,1.0,0.0
2618,0.4197530864197603,0.29220023282887087,1.1333333333333333,1.0,0.0
2619,0.4197530864197603,0.17054714784633296,1.1666666666666667,0.0,1.0
2620,0.4320987654321016,0.23341094295692666,1.2166666666666666,1.0,0.0
2621,0.4320987654321016,0.2258440046565775,1.25,1.0,0.0
2622,0.44444444444444997,0.19674039580908043,1.2833333333333334,0.0,1.0
2623,0.45679012345679126,0.27590221187427244,1.3333333333333333,0.0,1.0
2624,0.45679012345679126,0.06693830034924331,1.3833333333333333,0.0,1.0
2625,0.46913580246913966,0.12048894062863802,1.4333333333333333,0.0,0.0
2626,0.45679012345679126,0.13445867287543656,1.5166666666666666,1.0,0.0
2627,0.45679012345679126,0.280558789289872,1.55,1.0,0.0
2628,0.48148148148148806,0.10360884749708965,1.5833333333333333,0.0,1.0
2629,0.48148148148148806,0.14086146682188594,1.6333333333333333,0.0,0.0
2630,0.49382716049382935,0.2433061699650757,1.7166666666666666,1.0,0.0
2631,0.5061728395061778,0.11874272409778819,1.75,1.0,0.0
2632,0.49382716049382935,0.21012805587892902,1.7833333333333334,0.0,0.0
2633,0.49382716049382935,0.2817229336437719,1.8666666666666667,0.0,1.0
2634,0.5061728395061778,0.21187427240977885,1.9166666666666667,1.0,0.0
2635,0.49382716049382935,0.22467986030267761,1.95,1.0,0.0
2636,0.48148148148148806,0.1711292200232829,1.9833333333333334,0.0,0.0
2637,0.48148148148148806,0.05005820721769505,2.066666666666667,1.0,0.0
2638,0.48148148148148806,0.07334109429569269,2.1,1.0,0.0
2639,0.46913580246913966,0.33236321303841676,2.1333333333333333,1.0,0.0
2640,0.45679012345679126,0.14202561117578583,2.1666666666666665,0.0,1.0
2641,0.46913580246913966,0.11874272409778819,2.216666666666667,0.0,1.0
2642,0.46913580246913966,0.14668218859138538,2.2666666666666666,0.0,0.0
2643,0.46913580246913966,0.2176949941792783,2.35,1.0,0.0
2644,0.45679012345679126,0.13562281722933645,2.3833333333333333,0.0,1.0
2645,0.45679012345679126,0.1990686845168801,2.433333333333333,1.0,0.0
2646,0.46913580246913966,0.220605355064028,2.466666666666667,0.0,0.0
2647,0.46913580246913966,0.1658905704307334,2.55,0.0,1.0
2648,0.45679012345679126,0.13969732246798605,2.6,1.0,0.0
2649,0.45679012345679126,0.15599534342258448,2.6333333333333333,1.0,0.0
2650,0.46913580246913966,0.24097788125727593,2.6666666666666665,0.0,1.0
2651,0.48148148148148806,0.06519208381839359,2.716666666666667,1.0,0.0
2652,0.46913580246913966,0.48894062863795107,2.75,1.0,0.0
2653,0.46913580246913966,0.3515715948777648,2.783333333333333,1.0,0.0
2654,0.46913580246913966,0.3556461001164145,2.816666666666667,1.0,0.0
2655,0.46913580246913966,0.23224679860302677,2.85,1.0,0.0
2656,0.45679012345679126,0.3393480791618161,2.8833333333333333,0.0,1.0
2657,0.46913580246913966,0.10535506402793948,2.933333333333333,1.0,0.0
2658,0.46913580246913966,0.1495925494761351,2.966666666666667,0.0,1.0
2659,0.45679012345679126,0.13213038416763678,3.0166666666666666,1.0,0.0
2660,0.44444444444444997,0.2485448195576252,3.05,0.0,0.0
2661,0.44444444444444997,0.07159487776484286,3.1333333333333333,1.0,0.0
2662,0.45679012345679126,0.19848661233993015,3.1666666666666665,0.0,1.0
2663,0.45679012345679126,0.18335273573923172,3.216666666666667,0.0,1.0
2664,0.44444444444444997,0.2630966239813738,3.2666666666666666,1.0,0.0
2665,0.45679012345679126,0.1856810244470315,3.3,0.0,1.0
2666,0.45679012345679126,0.6332945285215367,3.35,1.0,0.0
2667,0.4320987654321016,0.3044237485448196,3.3833333333333333,0.0,0.0
2668,0.44444444444444997,0.28812572759022126,3.466666666666667,0.0,1.0
2669,0.44444444444444997,0.27473806752037255,3.5166666666666666,0.0,1.0
2670,0.44444444444444997,0.1897555296856811,3.566666666666667,0.0,0.0
2671,0.45679012345679126,0.17403958090803262,3.65,1.0,0.0
2672,0.44444444444444997,0.13445867287543656,3.683333333333333,0.0,1.0
2673,0.44444444444444997,0.16123399301513397,0.0,1.0,0.0
2674,0.45679012345679126,0.1816065192083819,0.03333333333333333,1.0,0.0
2675,0.44444444444444997,0.22002328288707806,0.06666666666666667,1.0,0.0
2676,0.44444444444444997,0.23632130384167638,0.1,1.0,0.0
2677,0.44444444444444997,0.24679860302677536,0.13333333333333333,1.0,0.0
2678,0.46913580246913966,0.19033760186263105,0.16666666666666666,1.0,0.0
2679,0.48148148148148806,0.16239813736903386,0.2,1.0,0.0
2680,0.46913580246913966,0.17927823050058211,0.23333333333333334,1.0,0.0
2681,0.46913580246913966,0.2753201396973225,0.26666666666666666,1.0,0.0
2682,0.46913580246913966,0.21944121071012812,0.3,1.0,0.0
2683,0.48148148148148806,0.11408614668218864,0.3333333333333333,0.0,1.0
2684,0.46913580246913966,0.24563445867287548,0.38333333333333336,1.0,0.0
2685,0.45679012345679126,0.16996507566938301,0.4166666666666667,1.0,0.0
2686,0.45679012345679126,0.2566938300349244,0.45,1.0,0.0
2687,0.45679012345679126,0.27066356228172295,0.48333333333333334,1.0,0.0
2688,0.45679012345679126,0.10477299185098954,0.5166666666666667,1.0,0.0
2689,0.45679012345679126,0.08963911525029111,0.55,1.0,0.0
2690,0.46913580246913966,0.2753201396973225,0.5833333333333334,1.0,0.0
2691,0.46913580246913966,0.3259604190919675,0.6166666666666667,1.0,0.0
2692,0.48148148148148806,0.15308498253783476,0.65,1.0,0.0
2693,0.49382716049382935,0.2753201396973225,0.6833333333333333,1.0,0.0
2694,0.48148148148148806,0.26426076833527357,0.7166666666666667,0.0,1.0
2695,0.48148148148148806,0.2660069848661234,0.7666666666666667,0.0,1.0
2696,0.46913580246913966,0.4080325960419092,0.8166666666666667,1.0,0.0
2697,0.48148148148148806,0.16530849825378346,0.85,1.0,0.0
2698,0.48148148148148806,0.2619324796274739,0.8833333333333333,1.0,0.0
2699,0.45679012345679126,0.49010477299185096,0.9166666666666666,1.0,0.0
2700,0.45679012345679126,0.1135040745052387,0.95,1.0,0.0
2701,0.44444444444444997,0.17753201396973228,0.9833333333333333,1.0,0.0
2702,0.4320987654321016,0.0960419091967405,1.0166666666666666,1.0,0.0
2703,0.4320987654321016,0.3445867287543657,1.05,1.0,0.0
2704,0.4320987654321016,0.11874272409778819,1.0833333333333333,0.0,1.0
